Security Code,Issuer Name,Security Id,Tickers
531668,Vision Corporation Ltd.,VISIONCO,531668.BO
531671,Bisil Plast Limited,BISIL,531671.BO
531672,Inani Securities Ltd.,INANISEC,531672.BO
531673,Anka India Ltd.,ANKIN,531673.BO
531677,Aris International Limited,ARISINT,531677.BO
531681,AMERISE BIOSCIENCES LIMITED,AMERISE,531681.BO
531688,Prithvi Exchange (India) Limited,PRITHVIEXCH,531688.BO
531692,Khyati Multimedia-Entertainment Ltd,KHYATI,531692.BO
531694,Rainbow Foundations Ltd,RAINBOWF,531694.BO
531696,VSD Confin ltd.,VSDCONF,531696.BO
531716,Tricom Fruit Products Limited,TRICOMFRU,531716.BO
531717,Vidhi Specialty Food Ingredients Limited,VIDHIING,531717.BO
531719,Bhagiradha Chemicals and Industries,BHAGCHEM,531719.BO
531723,GACM Technologies Limited,GATECH,531723.BO
531726,Panchsheel Organic Ltd.,PANCHSHEEL,531726.BO
531727,Menon Pistons Ltd.,MENNPIS,531727.BO
531735,Prism Finance Ltd.,PRISMFN,531735.BO
531737,Greencrest Financial Services Limited,GREENCREST,531737.BO
531739,Gennex Laboratories Ltd,GENNEX,531739.BO
531743,Hira Automobiles Ltd.,HIRAUTO,531743.BO
531744,Gini Silk Mills Ltd.,GINISILK,531744.BO
531746,Prajay Engineers Syndicate Ltd.,PRAENG,531746.BO
531752,BIOGEN PHARMACHEM INDUSTRIES LIMITED,BIOGEN,531752.BO
531758,G.k.Consultants Ltd.,GKCONS,531758.BO
531761,APOLLO PIPES LIMITED,APOLLOPIPE,531761.BO
531762,Unjha Formulations Ltd.,UNJHAFOR,531762.BO
531768,Poly Medicure Ltd,POLYMED,531768.BO
531771,SHRADDHA PRIME PROJECTS LTD,SHRADDHA,531771.BO
531778,Kachchh Minerals Ltd.,KACHCHH,531778.BO
531779,Padmanabh Alloys & Polymers Ltd.,PADALPO,531779.BO
531780,Kaiser Corporation Limited,KACL,531780.BO
531784,KCL Infra Projects Limited,KCLINFRA,531784.BO
531795,Atul Auto Limited,ATULAUTO,531795.BO
531797,Scan Projects Ltd,SCANPRO,531797.BO
531802,Prerna Infrabuild Limited,PRERINFRA,531802.BO
531810,Metal Coatings (India) Ltd.,METALCO,531810.BO
531812,SGN Telecoms Ltd.,SGNTE,531812.BO
531813,Ganga Papers India Ltd,GANGAPA,531813.BO
531814,Tirupati Sarjan Ltd.,TIRSARJ,531814.BO
531821,Munoth Financial Services Ltd.,MUNOTHFI,531821.BO
531822,Rodium Realty Limited,RODIUM,531822.BO
531832,Nagarjuna Agritech Ltd.,NAGTECH,531832.BO
531834,Natura Hue Chem Ltd.,NATHUEC,531834.BO
531840,IEC Education Limited,IECEDU,531840.BO
531841,Indus Finance Limited,INDUSFINL,531841.BO
531842,Lahoti Overseas Ltd.,LAHOTIOV,531842.BO
531845,ZENITH STEEL PIPES AND  INDUSTRIES LIMITED,ZENITHSTL,531845.BO
531846,Trinity League India Limited,TRINITYLEA,531846.BO
531847,Asian Star Co. Ltd.,ASTAR,531847.BO
531859,ORIENTAL RAIL INFRASTRUCTURE LIMITED,ORIRAIL,531859.BO
531861,Joindre Capital Services Ltd.,JOINDRE,531861.BO
531862,Bharat Agri Fert and Realty Ltd,BHARATAGRI,531862.BO
531867,Unitech International Ltd,UNITINT,531867.BO
531869,Sacheta Metals Ltd.,SACHEMT,531869.BO
531870,Popular Estate Management Ltd,POPULARES,531870.BO
531878,Anjani Finance Ltd,ANJANIFIN,531878.BO
531885,SVA India Ltd,SVAINDIA,531885.BO
531888,Rexnord Electronics & Controls Ltd.,REXNORD,531888.BO
531889,INTEGRATED INDUSTRIES LIMITED,IIL,531889.BO
531892,Khandwala Securities Ltd.,KHANDSE,531892.BO
531893,Sawaca Business Machines Ltd.,SAWABUSI,531893.BO
531900,CCL International Ltd,CCLINTER,531900.BO
531902,Gallops Enterprise  Limited,GALLOPENT,531902.BO
531909,CROISSANCE LIMITED,CROISSANCE,531909.BO
531910,Madhuveer Com 18 Network Limited,MADHUVEER,531910.BO
531911,Galaxy Agrico Exports Ltd.,GALAGEX,531911.BO
531913,Gopal Iron & Steels Co.(Gujarat) Lt,GOPAIST,531913.BO
531918,Hindustan Appliances Ltd,HINDAPL,531918.BO
531921,Agarwal Industrial Corporation Limited,AGARIND,531921.BO
531923,Dhampure Speciality Sugars Ltd.,DHAMPURE,531923.BO
531925,Shantanu Sheorey Aquakult ltd.,SHAQUAK,531925.BO
531929,Innocorp Limited,INNOCORP,531929.BO
531930,Sarthak Industries Ltd.,SARTHAKIND,531930.BO
531931,Sai Capital Ltd.,SAICAPI,531931.BO
531936,Blue Chip India Ltd,BLUECHIP,531936.BO
531944,SERVOTEACH INDUSTRIES LTD,SERVOTEACH,531944.BO
531946,Chadha Papers Ltd.,CHADPAP,531946.BO
531950,Vertex Securities Ltd.,VERTEX,531950.BO
531952,Riba Textiles Ltd.,RIBATEX,531952.BO
531959,Newtime Infrastructure Limited,NEWINFRA,531959.BO
531960,Kashyap Tele-Medicines Limited,KASHYAP,531960.BO
531962,Shree Metalloys Limited,SHREMETAL,531962.BO
531968,IITL PROJECTS LIMITED,IITLPROJ,531968.BO
531971,Hari Govind International Ltd.,HARIGOV,531971.BO
531977,Chartered Logistics Ltd,CHLOGIST,531977.BO
531978,Ambika Cotton Mills Ltd.,AMBIKCO,531978.BO
531979,HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,531979.BO
531982,Spectrum Foods Limited,SPECFOOD,531982.BO
531991,Amraworld Agrico Ltd.,AMRAAGRI,531991.BO
531994,Auto Pins (India) Ltd.,AUTOPINS,531994.BO
531996,Odyssey Corporation Ltd.,ODYCORP,531996.BO
531997,VUENOW INFRATECH LIMITED,VUENOW,531997.BO
532001,Inducto Steels ltd.,INDCTST,532001.BO
532005,Sam Industries Ltd.,SAMINDUS,532005.BO
532007,Shree Vatsaa Finance & Leasing Ltd.,SHVFL,532007.BO
532011,VASHU BHAGNANI INDUSTRIES LIMITED,POOJAENT,532011.BO
532015,Gravity (India) Ltd.,GRAVITY,532015.BO
532016,ESPIRE HOSPITALITY LIMITED,ESPIRE,532016.BO
532019,LCC Infotech Ltd.,LCCINFOTEC,532019.BO
532022,Filatex Fashions Ltd,FILATFASH,532022.BO
532024,R.B.Gupta Financials Ltd.,RBGUPTA,532024.BO
532029,Sindhu Trade Links Limited,SINDHUTRAD,532029.BO
532035,Unistar Multimedia Ltd,UNISTRMU,532035.BO
532039,Zenotech Laboratories Limited,ZENOTECH,532039.BO
532041,Hindustan Bio Sciences Ltd.,HINDBIO,532041.BO
532042,Frontline Corporation Limited,FRONTCORP,532042.BO
532051,Swelect Energy Systems Limited,SWELECTES,532051.BO
532053,Wallfort Financial Services Ltd.,WALLFORT,532053.BO
532054,KDDL Ltd,KDDL,532054.BO
532056,Adinath Exim Resources Ltd.,ADIEXRE,532056.BO
532057,Abhinav Capital Services Limited,ABHICAP,532057.BO
532067,3B BlackBio Dx Limited,3BBLACKBIO,532067.BO
532070,Sumuka Agro Industries Limited,SUMUKA,532070.BO
532083,Shri Kalyan Holdings Ltd.,SHKALYN,532083.BO
532090,Vandana Knitwear Limited,VANDANA,532090.BO
532092,EPUJA SPIRITECH LIMITED,EPUJA,532092.BO
532100,Indo-City Infotech Ltd.,INDOCITY,532100.BO
532102,SBEC Sugar Ltd.,SBECSUG,532102.BO
532113,Brijlaxmi Leasing & Finance ltd.,BRIJLEAS,532113.BO
532123,BSEL ALGO LIMITED,BSELALGO,532123.BO
532124,Reliable Ventures India Ltd,RELIABVEN,532124.BO
532134,Bank Of Baroda,BANKBARODA,532134.BO
532138,SMC Credits ltd.,SMCREDT,532138.BO
532140,Mohite Industries Limited,MOHITE,532140.BO
532141,Andhra Cement Ltd.,ACL,532141.BO
532143,SKM Egg Products Exports (India) Lt,SKMEGGPROD,532143.BO
532144,Welspun Corp Limited,WELCORP,532144.BO
532145,H.S.India Ltd.,HOTLSILV,532145.BO
532149,Bank of India,BANKINDIA,532149.BO
532150,Indraprastha Medical Corporation Lt,INDRAMEDCO,532150.BO
532154,JOHNSON PHARMACARE LIMITED,JOHNPHARMA,532154.BO
532155,Gail (India) Ltd.,GAIL,532155.BO
532156,Vaibhav Global Ltd,VAIBHAVGBL,532156.BO
532159,TRESCON LIMITED,TRESCON,532159.BO
532160,Gujarat State Financial corporation,GUJSTATFIN,532160.BO
532162,JK Paper Ltd.,JKPAPER,532162.BO
532163,Saregama India Ltd.,SAREGAMA,532163.BO
532164,Minolta Finance Ltd.,MINOLTAF,532164.BO
532172,Adroit Infotech Limited,ADROITINFO,532172.BO
532173,Cybertech Systems and Software Ltd.,CYBERTECH,532173.BO
532174,ICICI Bank Ltd.,ICICIBANK,532174.BO
532175,Cyient Limited,CYIENT,532175.BO
532178,Engineers India Ltd.,ENGINERSIN,532178.BO
532180,Dhanlaxmi Bank Limited,DHANBANK,532180.BO
532181,Gujarat Mineral Development Corpora,GMDCLTD,532181.BO
532183,Gayatri Sugars Ltd.,GAYATRI,532183.BO
532187,IndusInd Bank Ltd.,INDUSINDBK,532187.BO
532189,India Tourism Development Corporati,ITDC,532189.BO
532209,Jammu and Kashmir Bank Ltd.,J&KBANK,532209.BO
532210,City Union Bank Ltd,CUB,532210.BO
532212,Archies Ltd.,ARCHIES,532212.BO
532215,AXIS Bank Ltd.,AXISBANK,532215.BO
532216,HB Stockholdings Ltd.,HBSL,532216.BO
532217,Siel Financial Services Ltd.,SIELFNS,532217.BO
532218,South Indian Bank Ltd.,SOUTHBANK,532218.BO
532219,Energy Development Company Ltd.,ENERGYDEV,532219.BO
532221,Sonata Software Ltd.,SONATSOFTW,532221.BO
532230,Bengal Tea & fabrics Ltd.,BENGALT,532230.BO
532234,National Aluminium Co. Ltd.,NATIONALUM,532234.BO
532240,India Nippon Electricals Ltd,INDNIPPON,532240.BO
532256,Nalwa Sons Investment Ltd,NSIL,532256.BO
532259,Apar Industries Ltd,APARINDS,532259.BO
532262,TCI Industries Ltd.,TCIIND,532262.BO
532268,ACCELYA SOLUTIONS INDIA LIMITED,ACCELYA,532268.BO
532271,ORCHASP LIMITED,ORCHASP,532271.BO
532281,HCL Technologies Ltd,HCLTECH,532281.BO
532284,TCFC Finance Ltd,TCFCFINQ,532284.BO
532285,Geojit Financial Services Limited,GEOJITFSL,532285.BO
532286,Jindal Steel & Power Ltd,JINDALSTEL,532286.BO
532290,BLB Limited,BLBLIMITED,532290.BO
532296,Glenmark Pharmaceuticals ltd,GLENMARK,532296.BO
532300,Wockhardt Ltd,WOCKPHARMA,532300.BO
532303,Integrated Hi-tech ltd.,INTEGHIT,532303.BO
532304,KJMC Corporate Advisors (India) Ltd.,KJMCCORP,532304.BO
532305,Ind-Swift Laboratories Ltd.,INDSWFTLAB,532305.BO
532309,GE Power India Limited,GEPIL,532309.BO
532310,Shree Rama Multi-tech Ltd.,SHREERAMA,532310.BO
532313,Mahindra Lifespace Developers Ltd.,MAHLIFE,532313.BO
532315,Telesys Software Ltd.,TELESYS,532315.BO
532320,Vaarad Ventures Ltd,VAARAD,532320.BO
532321,Zydus Lifesciences Limited,ZYDUSLIFE,532321.BO
532323,Shiva Cement Ltd.,SHIVACEM,532323.BO
532324,Cinevista Limited,CINEVISTA,532324.BO
532326,Intense Technologies,INTENTECH,532326.BO
532329,Danlaw Technologies India Ltd.,DANLAW,532329.BO
532331,Ajanta Pharma Ltd.,AJANTPHARM,532331.BO
532333,HB Portfolio Ltd.,HBPOR,532333.BO
532334,HB Estate Developers Ltd.,HBESD,532334.BO
532335,Ambica Agarbathies & Aroma Ind. Ltd.,AMBICAAGAR,532335.BO
532339,Compucom Software Lt.,COMPUSOFT,532339.BO
532340,Omni Axs Software Ltd.,OMNIAX,532340.BO
532341,IZMO Limited,IZMO,532341.BO
532343,TVS Motor Company Ltd.,TVSMOTOR,532343.BO
532344,SoftSol India Limited.,SOFTSOL,532344.BO
532345,ALLCARGO GATI LIMITED,ACLGATI,532345.BO
532348,Subex  Ltd,SUBEXLTD,532348.BO
532349,Transport Corporation of India Ltd,TCI,532349.BO
532350,Padmalaya Telefilms Ltd.,PADMALAYAT,532350.BO
532351,Aksh Optifibre Ltd.,AKSHOPTFBR,532351.BO
532354,Virgo Global Limited,VIRGOGLOB,532354.BO
532355,Picturehouse Media Limited,PICTUREHS,532355.BO
532356,Triveni Engineering & Industries Ltd,TRIVENI,532356.BO
532357,Mukta Arts Ltd.,MUKTAARTS,532357.BO
532362,Nagpur Power & Industries Ltd,NAGPI,532362.BO
532365,Dynacons Systems & Solutions Ltd.,DSSL,532365.BO
532366,PNB Gilts Ltd,PNBGILTS,532366.BO
532369,Ramco Industries Ltd,RAMCOIND,532369.BO
532370,Ramco Systems Ltd,RAMCOSYS,532370.BO
532371,Tata Teleservices (Maharashtra) Ltd.,TTML,532371.BO
532372,Virinchi Limited,VIRINCHI,532372.BO
532373,WEP Solutions Ltd,WEPSOLN,532373.BO
532374,Sterlite Technologies Limited.,STLTECH,532374.BO
532375,Tips Industries Limited,TIPSINDLTD,532375.BO
532376,MRO-TEK Realty Limited,MRO-TEK,532376.BO
532378,Universal Arts Ltd,UNIVARTS,532378.BO
532379,FIRST FINTEC LIMITED,FIRSTFIN,532379.BO
532380,Baba Arts Ltd,BABA,532380.BO
532382,Balaji Telefilms Ltd.,BALAJITELE,532382.BO
532384,Tyche Industries Ltd.,TYCHE,532384.BO
532386,California Software Co. Ltd.,CALSOFT,532386.BO
532387,Pritish Nandy Communications Ltd,PNC,532387.BO
532388,Indian Overseas Bank,IOB,532388.BO
532390,Taj GVK Hotels & Resorts Ltd.,TAJGVK,532390.BO
532392,Creative Eye Ltd.,CREATIVEYE,532392.BO
532395,AXISCADES TECHNOLOGIES LIMITED,AXISCADES,532395.BO
532397,KONNDOR INDUSTRIES LIMITED,KONNDOR,532397.BO
532398,Usha Martin Education & Solutions Limited,UMESLTD,532398.BO
532400,BIRLASOFT LIMITED,BSOFT,532400.BO
532402,USG Tech Solutions Ltd,USGTECH,532402.BO
532404,Saven Technologies Ltd.,7TEC,532404.BO
532406,Avantel Limited,AVANTEL,532406.BO
532407,MOSCHIP TECHNOLOGIES LIMITED,MOSCHIP,532407.BO
532408,Megasoft Ltd.,MEGASOFT,532408.BO
532410,Transcorp International Ltd.,TRANSCOR,532410.BO
532413,Cerebra Integrated Technologies Ltd.,CEREBRAINT,532413.BO
532416,Next Mediaworks Ltd,NEXTMEDIA,532416.BO
532419,Smartlink Holdings Limited,SMARTLINK,532419.BO
532424,Godrej Consumer Products Ltd.,GODREJCP,532424.BO
532425,GENUS PRIME INFRA LIMITED,GENUSPRIME,532425.BO
532430,BF Utilities Ltd.,BFUTILITIE,532430.BO
532432,United Spirits Limited,UNITDSPR,532432.BO
532435,Sanmit Infra Limited,SANINFRA,532435.BO
532439,OLECTRA GREENTECH LIMITED,OLECTRA,532439.BO
532440,MPS Limited,MPSLTD,532440.BO
532443,Cera Sanitaryware Ltd.,CERA,532443.BO
532444,T. Spiritual World Ltd.,TSPIRITUAL,532444.BO
532454,Bharti Airtel  Ltd.,BHARTIARTL,532454.BO
532455,Shalimar Wires Industries Ltd.,SHALIWIR,532455.BO
532457,Gulshan Polyols Ltd.,GULPOLY,532457.BO
532460,Ponni Sugars (Erode) Ltd.,PONNIERODE,532460.BO
532461,Punjab National Bank,PNB,532461.BO
532466,Oracle Financial Services Software Limited,OFSS,532466.BO
532467,Hazoor Multi Projects Limited,HAZOOR,532467.BO
532468,Kama Holdings Limited,KAMAHOLD,532468.BO
532475,Aptech Ltd.,APTECHT,532475.BO
532477,Union Bank of India,UNIONBANK,532477.BO
532478,United Breweries Ltd.,UBL,532478.BO
532481,Noida Toll Bridge Company Ltd,NOIDATOLL,532481.BO
532482,Granules India Ltd.,GRANULES,532482.BO
532483,Canara Bank,CANBK,532483.BO
532485,Balmer Lawrie Investments Ltd.,BLIL,532485.BO
532486,Pokarna Ltd.,POKARNA,532486.BO
532488,Divi's Laboratories Ltd.,DIVISLAB,532488.BO
532493,Astra Microwave Products Ltd.,ASTRAMICRO,532493.BO
532497,Radico Khaitan Ltd.,RADICO,532497.BO
532500,Maruti Suzuki India  Ltd.,MARUTI,532500.BO
532503,Rajapalayam Mills Limited,RAJPALAYAM,532503.BO
532504,Navin Fluorine International Limited,NAVINFLUOR,532504.BO
532505,UCO Bank,UCOBANK,532505.BO
532507,B.A.G. Films & Media Ltd,BAGFILMS,532507.BO
532508,Jindal Stainless Limited,JSL,532508.BO
532509,Suprajit Engineering Ltd.,SUPRAJIT,532509.BO
532513,TVS Electronics Ltd.,TVSELECT,532513.BO
532514,Indraprashtha Gas Ltd.,IGL,532514.BO
532515,T.V.Today Network Limited,TVTODAY,532515.BO
532521,Palred Technologies Limited,PALREDTEC,532521.BO
532522,PETRONET LNG LTD.,PETRONET,532522.BO
532523,Biocon Ltd.,BIOCON,532523.BO
532524,PTC India Ltd,PTC,532524.BO
532525,Bank of maharashtra,MAHABANK,532525.BO
532527,ramkrishna forgings Ltd.,RKFORGE,532527.BO
532528,Datamatics Global Services Limited,DATAMATICS,532528.BO
532529,New Delhi Television Limited,NDTV,532529.BO
532531,STRIDES PHARMA SCIENCE LIMITED,STAR,532531.BO
532538,UltraTech Cement Ltd,ULTRACEMCO,532538.BO
532539,UNO Minda Limited,UNOMINDA,532539.BO
532540,Tata Consultancy Services Ltd.,TCS,532540.BO
532541,COFORGE LIMITED,COFORGE,532541.BO
532543,GP Petroleums Limited,GULFPETRO,532543.BO
532548,Century Plyboards (India) Ltd.,CENTURYPLY,532548.BO
532553,Welspun Enterprises Limited,WELENT,532553.BO
532555,NTPC Limited,NTPC,532555.BO
532604,S.A.L. Steel Ltd.,SALSTEEL,532604.BO
532605,JBM Auto Limited,JBMA,532605.BO
532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,532610.BO
532612,Indoco Remedies Ltd.,INDOCO,532612.BO
532613,VIP Clothing Limited,VIPCLOTHNG,532613.BO
532614,Impex Ferro tech Ltd.,IMPEXFERRO,532614.BO
532616,Xchanging Solutions Limited,XCHANGING,532616.BO
532617,Jet Airways (India) Ltd,JETAIRWAYS,532617.BO
532624,Jindal Photo Limited,JINDALPHOT,532624.BO
532626,Pondy Oxides & Chemicals Limited,POCL,532626.BO
532627,Jaiprakash Power Ventures Limited,JPPOWER,532627.BO
532628,3i Infotech limited,3IINFOLTD,532628.BO
532629,McNally Bharat Engineering Company Limited,MBECL,532629.BO
532630,Gokaldas Exports Ltd,GOKEX,532630.BO
532633,Allsec Technologies Ltd.,ALLSEC,532633.BO
532636,IIFL FINANCE LIMITED ,IIFL,532636.BO
532637,Mangalam Drugs and Organics Ltd.,MANGALAM,532637.BO
532638,Shoppers Stop Ltd,SHOPERSTOP,532638.BO
532640,Cyber Media (India) Ltd.,CYBERMEDIA,532640.BO
532641,Nandan Denim Limited,NDL,532641.BO
532642,JSW Holdings Limited,JSWHL,532642.BO
532644,J.K. CEMENT LTD,JKCEMENT,532644.BO
532645,Beeyu Overseas Ltd.,BEEYU,532645.BO
532648,Yes Bank Ltd.,YESBANK,532648.BO
532649,Nectar Lifesciences Limited,NECLIFE,532649.BO
532650,MSP STEEL & POWER LTD.,MSPL,532650.BO
532651,SPL INDUSTRIES LIMITED,SPLIL,532651.BO
532652,Karnataka Bank Ltd.,KTKBANK,532652.BO
532654,McLeod Russel India Limited,MCLEODRUSS,532654.BO
532656,FACOR Alloys Limited,FACORALL,532656.BO
532659,IDFC LIMITED,IDFC,532659.BO
532661,Rane (Madras)  Ltd.,RML,532661.BO
532662,HT Media Ltd,HTMEDIA,532662.BO
532663,Sasken Technologies Limited,SASKEN,532663.BO
532666,FCS Software Solutions Ltd.,FCSSOFT,532666.BO
532667,SUZLON ENERGY LTD.,SUZLON,532667.BO
532668,Aurionpro Solutions Ltd.,AURIONPRO,532668.BO
532670,Shree Renuka Sugars Ltd.,RENUKA,532670.BO
532673,K. M. Sugar Mills Ltd.,KMSUGAR,532673.BO
532674,Bannari Amman Spinning Mills Ltd,BASML,532674.BO
532676,PBA INFRASTRUCTURE LTD.,PBAINFRA,532676.BO
532683,AIA Engineering Ltd.,AIAENG,532683.BO
532684,Everest Kanto Cylinders Ltd.,EKC,532684.BO
532686,Kernex Microsystems (India) Ltd.,KERNEX,532686.BO
532687,Repro India Ltd.,REPRO,532687.BO
532689,PVR INOX LIMITED,PVRINOX,532689.BO
532694,Bartronics India Ltd.,ASMS,532694.BO
532695,Celebrity Fashions Ltd.,CELEBRITY,532695.BO
532698,Nitin Spinners Ltd.,NITINSPIN,532698.BO
532699,Royal Orchid Hotels Ltd,ROHLTD,532699.BO
532700,Entertainment Network (India) Ltd,ENIL,532700.BO
532701,CELLA SPACE LIMITED,CELLA,532701.BO
532702,Gujarat State Petronet Ltd.,GSPL,532702.BO
532705,Jagran Prakashan Limited,JAGRAN,532705.BO
532707,Dynemic Products Ltd.,DYNPRO,532707.BO
532708,GVK Power & Infrastructure Ltd,GVKPIL,532708.BO
532710,Sadbhav Engineering Ltd.,SADBHAV,532710.BO
532713,Sakuma Exports Ltd.,SAKUMA,532713.BO
532714,KEC International Ltd.,KEC,532714.BO
532716,Gillanders Arbuthnot & Co. Ltd.,GILLANDERS,532716.BO
532717,Indo Tech Transformers Limited,INDOTECH,532717.BO
532719,B L Kashyap and Sons Ltd,BLKASHYAP,532719.BO
532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,532720.BO
532721,Visa Steel Limited,VISASTEEL,532721.BO
532722,Nitco Ltd.,NITCO,532722.BO
532723,MPDL LIMITED,MPDL,532723.BO
532725,Solar Industries India Limited,SOLARINDS,532725.BO
532726,GALLANTT ISPAT LIMITED,GALLANTT,532726.BO
532728,Malu Paper Mills Limited,MALUPAPER,532728.BO
532729,Uttam Sugar Mills Ltd,UTTAMSUGAR,532729.BO
532730,STL Global Ltd,SGL,532730.BO
532732,Kewal Kiran Clothing Ltd.,KKCL,532732.BO
532733,SUN TV NETWORK LIMITED,SUNTV,532733.BO
532734,GODAWARI POWER AND ISPAT LTD.,GPIL,532734.BO
532735,R Systems International Limited,RSYSTEMS,532735.BO
532737,Emkay Global Financial Services Ltd,EMKAY,532737.BO
532738,Tantia Constructions Limited,TCLCONS,532738.BO
532740,Lokesh Machines Limited,LOKESHMACH,532740.BO
532741,Kamdhenu Limited,KAMDHENU,532741.BO
532742,PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD,532742.BO
532744,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),GTNTEX,532744.BO
532745,Inditrade Capital Limited,INDICAP,532745.BO
532748,Prime Focus Limited,PFOCUS,532748.BO
532749,Allcargo Logistics Ltd,ALLCARGO,532749.BO
532754,GMR AIRPORTS INFRASTRUCTURE LIMITED,GMRINFRA,532754.BO
532755,Tech Mahindra Limited,TECHM,532755.BO
532756,CIE Automotive India Limited,CIEINDIA,532756.BO
532757,VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,532757.BO
532759,ATLANTAA LIMITED,ATLANTAA,532759.BO
532760,DEEP ENERGY RESOURCES LIMITED,DEEPENR,532760.BO
532761,HOV Services Limited,HOVS,532761.BO
532762,Action Construction Equipments Ltd.,ACE,532762.BO
532764,GeeCee Ventures Limited,GEECEE,532764.BO
532766,Richa Industries Limited,RICHAIND,532766.BO
532768,FIEM INDUSTRIES LIMITED,FIEMIND,532768.BO
532771,JHS Svendgaard Laboratories Ltd.,JHS,532771.BO
532772,DCB Bank Limited,DCBBANK,532772.BO
532773,Global Vectra Helicorp Ltd.,GLOBALVECT,532773.BO
532774,Inspirisys Solutions Limited,INSPIRISYS,532774.BO
532775,GTL Infrastructure Limited,GTLINFRA,532775.BO
532776,SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,532776.BO
532777,Info Edge(India) Ltd.,NAUKRI,532777.BO
532779,TORRENT POWER LIMITED,TORNTPOWER,532779.BO
532780,Parsvnath Developers Ltd.,PARSVNATH,532780.BO
532782,SUTLEJ TEXTILES & INDUSTRIES LIMITED,SUTLEJTEX,532782.BO
532783,LT Foods Limited,LTFOODS,532783.BO
532784,Sobha Limited,SOBHA,532784.BO
532785,Ruchira Papers Ltd,RUCHIRA,532785.BO
532790,TANLA PLATFORMS LIMITED,TANLA,532790.BO
532794,Zee Media Corporation Limited,ZEEMEDIA,532794.BO
532795,Siti Networks Limited,SITINET,532795.BO
532796,Lumax Auto Technologies Ltd.,LUMAXTECH,532796.BO
532797,AUTOLINE INDUSTRIES LTD.,AUTOIND,532797.BO
532798,Network 18 Media & Investments Limited,NETWORK18,532798.BO
532799,Hubtown Limited,HUBTOWN,532799.BO
532800,TV18 Broadcast Ltd.,TV18BRDCST,532800.BO
532801,Cambridge Technology Enterprises Ltd.,CTE,532801.BO
532804,Technocraft Industries (India) Ltd.,TIIL,532804.BO
532805,Redington Limited,REDINGTON,532805.BO
532806,AI CHAMPDANY INDUSTRIES LIMITED,AICHAMP,532806.BO
532807,Cineline India Limited,CINELINE,532807.BO
532808,Pearl Global Industries Limited,PGIL,532808.BO
532809,Firstsource Solutions Ltd.,FSL,532809.BO
532810,Power Finance Corporation Ltd,PFC,532810.BO
532811,Ahluwalia Contracts (India) Ltd,AHLUCONT,532811.BO
532812,Transwarranty Finance Limited,TFL,532812.BO
532814,Indian Bank,INDIANB,532814.BO
532815,SMS Pharmaceuticals Ltd,SMSPHARMA,532815.BO
532817,Oriental Trimex Limited,ORIENTALTL,532817.BO
532820,E-Land Apparel Limited,ELAND,532820.BO
532822,VODAFONE IDEA LIMITED,IDEA,532822.BO
532825,JAGJANANI TEXTILES LIMITED,JAGJANANI,532825.BO
532826,Raj Television Network Ltd,RAJTV,532826.BO
532827,Page Industries Ltd.,PAGEIND,532827.BO
532828,AMD Industries Ltd,AMDIND,532828.BO
532829,LEHAR FOOTWEARS LIMITED,LEHAR,532829.BO
532830,ASTRAL LIMITED,ASTRAL,532830.BO
532832,EQUINOX INDIA DEVELOPMENTS LIMITED,EMBDL,532832.BO
532834,Camlin Fine Sciences Ltd,CAMLINFINE,532834.BO
532835,ICRA Limited,ICRA,532835.BO
532839,Dish TV India Limited,DISHTV,532839.BO
532841,SAHYADRI INDUSTRIES LTD.,SAHYADRI,532841.BO
532842,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,532842.BO
532843,Fortis Healthcare Ltd,FORTIS,532843.BO
532845,TGB Banquets and Hotels Limited,TGBHOTELS,532845.BO
532847,HILTON METAL FORGING LIMITED,HILTON,532847.BO
532848,Delta Corp Limited,DELTACORP,532848.BO
532850,MIC Electronics Limited,MICEL,532850.BO
532851,Insecticides India Ltd.,INSECTICID,532851.BO
532853,Asahi Songwon Colors Ltd.,ASAHISONG,532853.BO
532855,Haryana Capfin Ltd.,HARYNACAP,532855.BO
532856,Time Technoplast Limited,TIMETECHNO,532856.BO
532859,Hinduja Global Solutions Limited,HGS,532859.BO
532864,Nelcast Limited,NELCAST,532864.BO
532867,V2 Retail Limited,V2RETAIL,532867.BO
532868,DLF LIMITED,DLF,532868.BO
532869,Tarmat Limited,TARMAT,532869.BO
532872,Sun Pharma Advanced Research Company Ltd.,SPARC,532872.BO
532875,Allied Digital Services Limited,ADSL,532875.BO
532878,Alpa Laboratories Limited,ALPA,532878.BO
532879,Sir Shadi Lal Enterprises Ltd,SSLEL,532879.BO
532880,OMAXE LIMITED,OMAXE,532880.BO
532884,Refex Industries Limited,REFEX,532884.BO
532885,Central Bank of India,CENTRALBK,532885.BO
532886,SEL Manufacturing Company Limited,SELMC,532886.BO
532888,ASIAN GRANITO INDIA LIMITED,ASIANTILES,532888.BO
532889,K.P.R. Mill Ltd.,KPRMILL,532889.BO
