Security Code,Issuer Name,Security Id,Tickers
500002,ABB India Limited,ABB,500002.BO
500003,Aegis Logistics Ltd.,AEGISLOG,500003.BO
500008,Amara Raja Energy & Mobility Limited,ARE&M,500008.BO
500009,Ambalal Sarabhai Enterprise Ltd.,AMBALALSA,500009.BO
500012,Andhra Petrochemicals Ltd.,ANDHRAPET,500012.BO
500013,Ansal Properties & Infrastructure Ltd.,ANSALAPI,500013.BO
500014,UTIQUE ENTERPRISES LIMITED,UTIQUE,500014.BO
500016,Aruna Hotels Ltd.,ARUNAHTEL,500016.BO
500020,Bombay Dyeing & Mfg. Co. Ltd.,BOMDYEING,500020.BO
500023,Asian Hotels (North) Limited,ASIANHOTNR,500023.BO
500027,Atul Limited.,ATUL,500027.BO
500028,ATV Projects India Ltd,ATVPR,500028.BO
500031,Bajaj Electricals Ltd.,BAJAJELEC,500031.BO
500032,Bajaj Hindusthan Sugar Limited,BAJAJHIND,500032.BO
500033,Force Motors Limited,FORCEMOT,500033.BO
500034,Bajaj Finance Limited,BAJFINANCE,500034.BO
500038,Balrampur Chini Mills Ltd.,BALRAMCHIN,500038.BO
500039,Banco Products (India) Ltd.,BANCOINDIA,500039.BO
500040,Century Textiles & Industries Ltd.,CENTURYTEX,500040.BO
500041,Bannari Amman Sugars Ltd.,BANARISUG,500041.BO
500042,BASF India Ltd,BASF,500042.BO
500043,Bata India Limited,BATAINDIA,500043.BO
500048,BEML Ltd,BEML,500048.BO
500049,Bharat Electronics Ltd.,BEL,500049.BO
500052,Bhansali Engineering Polymers Ltd.,BEPL,500052.BO
500058,Bihar Sponge Iron Ltd,BIHSPONG,500058.BO
500059,Binani Industries Limited,BINANIIND,500059.BO
500060,Birla Cable Limited,BIRLACABLE,500060.BO
500067,Blue Star Ltd,BLUESTARCO,500067.BO
500068,Disa India Ltd.,DISAQ,500068.BO
500069,QUEST CAPITAL MARKETS LIMITED,QUESTCAP,500069.BO
500074,BPL Ltd.,BPL,500074.BO
500078,ORIENTAL AROMATICS LIMITED,OAL,500078.BO
500083,Century Extrusions Ltd.,CENTEXT,500083.BO
500084,CESC Limited,CESC,500084.BO
500085,Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT,500085.BO
500086,Exide Industries Ltd.,EXIDEIND,500086.BO
500087,Cipla Ltd.,CIPLA,500087.BO
500089,DIC India Ltd,DICIND,500089.BO
500092,CRISIL Ltd.,CRISIL,500092.BO
500093,CG Power and Industrial Solutions Limited,CGPOWER,500093.BO
500096,Dabur India Ltd.,DABUR,500096.BO
500097,Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,500097.BO
500101,Arvind Ltd.,ARVIND,500101.BO
500103,Bharat Heavy Electricals Ltd.,BHEL,500103.BO
500104,Hindustan Petroleum Corporation Ltd,HINDPETRO,500104.BO
500106,IFCI Ltd.,IFCI,500106.BO
500108,Mahanagar Telephone Nigam Ltd.,MTNL,500108.BO
500109,Mangalore Refinery & Petrochemicals,MRPL,500109.BO
500110,Chennai Petroleum Corporation Ltd.,CHENNPETRO,500110.BO
500112,State Bank Of India,SBIN,500112.BO
500113,Steel Authority of India Ltd.,SAIL,500113.BO
500114,Titan Company Limited,TITAN,500114.BO
500116,IDBI Bank Ltd,IDBI,500116.BO
500117,DCW Ltd.,DCW,500117.BO
500119,Dhampur Sugar Mills Ltd.,DHAMPURSUG,500119.BO
500120,Diamines & Chemicals Ltd.,DIAMINESQ,500120.BO
500123,Elantas Beck India Ltd,ELANTAS,500123.BO
500124,Dr. Reddy's Laboratories Ltd.,DRREDDY,500124.BO
500125,E.I.D. Parry (India) Ltd.,EIDPARRY,500125.BO
500126,PROCTER & GAMBLE HEALTH LIMITED,PGHL,500126.BO
500128,Electrosteel Castings Ltd.,ELECTCAST,500128.BO
500133,Esab India Ltd.,ESABINDIA,500133.BO
500135,EPL LIMITED,EPL,500135.BO
500136,Ester Industries Ltd.,ESTER,500136.BO
500142,FGP Ltd,FGP,500142.BO
500143,P.H. Capital Ltd.,PHCAP,500143.BO
500144,Finolex Cables Ltd.,FINCABLES,500144.BO
500147,JOHN COCKERILL INDIA LIMITED,COCKERILL,500147.BO
500148,Uflex Limited,UFLEX,500148.BO
500150,Foseco India Ltd,FOSECOIND,500150.BO
500151,Golden Tobacco Ltd.,GOLDENTOBC,500151.BO
500153,Ganesh Benzoplast Ltd.,GANESHBE,500153.BO
500159,Metroglobal Limited,METROGLOBL,500159.BO
500160,GTL Ltd,GTL,500160.BO
500163,Godfrey Phillips India Ltd.,GODFRYPHLP,500163.BO
500164,Godrej Industries Ltd.,GODREJIND,500164.BO
500165,Kansai Nerolac Paints,KANSAINER,500165.BO
500166,Goodricke Group Ltd.,GOODRICKE,500166.BO
500168,Goodyear India Ltd.,GOODYEAR,500168.BO
500170,GTN Industries Limited,GTNINDS,500170.BO
500171,GHCL Ltd.,GHCL,500171.BO
500173,GFL LIMITED,GFLLIMITED,500173.BO
500174,Gujarat Lease Financing Limited,GLFL,500174.BO
500179,HCL Infosystems Ltd,HCL-INSYS,500179.BO
500180,HDFC Bank Ltd.,HDFCBANK,500180.BO
500182,Hero MotoCorp Limited,HEROMOTOCO,500182.BO
500183,HFCL LIMITED,HFCL,500183.BO
500184,Himadri Speciality Chemical Ltd.,HSCL,500184.BO
500185,Hindustan Construction Co. Ltd.,HCC,500185.BO
500186,Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,500186.BO
500187,AGI GREENPAC LIMITED,AGI,500187.BO
500188,Hindustan Zinc Ltd.,HINDZINC,500188.BO
500189,NDL Ventures Limited,NDLVENTURE,500189.BO
500191,HMT Limited,HMT,500191.BO
500192,Prag Bosimi Synthetics Ltd.,PRAGBOS,500192.BO
500193,HLV LIMITED,HLVLTD,500193.BO
500199,IG Petrochemicals Ltd,IGPL,500199.BO
500201,India Glycols Ltd,INDIAGLYCO,500201.BO
500202,India Lease Devl. Ltd.,INDLEASE,500202.BO
500206,Margo Finance Limited,MARGOFIN,500206.BO
500207,Indo Rama Synthetics (India) Ltd.,INDORAMA,500207.BO
500209,Infosys Ltd,INFY,500209.BO
500210,Ingersoll-Rand (India) Ltd.,INGERRAND,500210.BO
500213,International Travel House Ltd,ITHL,500213.BO
500214,Ion Exchange (India) Ltd,IONEXCHANG,500214.BO
500215,Agro Tech Foods Ltd,ATFL,500215.BO
500219,Jain Irrigation Systems Ltd.,JISLJALEQS,500219.BO
500220,Jasch Industries Ltd.,JASCH,500220.BO
500227,Jindal Poly Films Ltd.,JINDALPOLY,500227.BO
500228,JSW Steel Limited,JSWSTEEL,500228.BO
500231,Umang Dairies Limited,UMANGDAIRY,500231.BO
500233,Kajaria Ceramics Ltd,KAJARIACER,500233.BO
500234,Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,500234.BO
500235,Kalyani Steels Ltd,KSL,500235.BO
500236,Kanel Industries Limited,KANELIND,500236.BO
500238,Whirlpool of India Ltd,WHIRLPOOL,500238.BO
500239,K.G.Denim Ltd,KGDENIM,500239.BO
500240,Kinetic Engineering Ltd.,KINETICENG,500240.BO
500241,Kirloskar Brothers Ltd.,KIRLOSBROS,500241.BO
500243,Kirloskar Industries Ltd,KIRLOSIND,500243.BO
500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,500245.BO
500246,Envair Electrodyne Ltd.,ENVAIREL,500246.BO
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,500247.BO
500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,500248.BO
500249,KSB LIMITED,KSB,500249.BO
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,500250.BO
500251,Trent Ltd [Lakme Ltd],TRENT,500251.BO
500252,Lakshmi Machine Works Ltd.,LAXMIMACH,500252.BO
500253,Lic Housing Finance Ltd.,LICHSGFIN,500253.BO
500257,Lupin Ltd,LUPIN,500257.BO
500259,Lyka Labs Ltd.,LYKALABS,500259.BO
500260,The Ramco Cements Limited,RAMCOCEM,500260.BO
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,500262.BO
500264,Mafatlal Industries Ltd.,MAFATIND,500264.BO
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,500265.BO
500266,Maharashtra Scooters Ltd.,MAHSCOOTER,500266.BO
500267,Majestic Auto Ltd.,MAJESAUT,500267.BO
500268,Manali Petrochemicals Ltd.,MANALIPETC,500268.BO
500270,Baroda Rayon Corpn. Ltd.,BARODARY,500270.BO
500271,Max Financial Services Limited,MFSL,500271.BO
500277,Mid India Industries Limited,MIDINDIA,500277.BO
500279,Mirc Electronics Ltd,MIRCELECTR,500279.BO
500280,Century Enka Ltd.,CENTENKA,500280.BO
500282,Modern Thread (India) Ltd.,MODTHREAD,500282.BO
500284,Lords Chloro Alkali Ltd,LORDSCHLO,500284.BO
500285,SpiceJet Limited,SPICEJET,500285.BO
500288,Morepen Laboratories Ltd.,MOREPENLAB,500288.BO
500290,M.R.F. Ltd.,MRF,500290.BO
500292,HeidelbergCement  India Limited,HEIDELBERG,500292.BO
500294,NCC Limited,NCC,500294.BO
500295,Vedanta Limited,VEDL,500295.BO
500296,Nahar Spinning Mills Ltd.,NAHARSPING,500296.BO
500298,Naperol Investments Limited,NAPEROL,500298.BO
500300,Grasim Industries Ltd,GRASIM,500300.BO
500302,Piramal Enterprises Limited,PEL,500302.BO
500304,NIIT Ltd.,NIITLTD,500304.BO
500306,Jaykay Enterprises Limited,JAYKAY,500306.BO
500307,Nirlon Limited,NIRLON,500307.BO
500312,Oil And Natural Gas Corporation Ltd,ONGC,500312.BO
500313,Oil Country Tubular Ltd.,OILCOUNTUB,500313.BO
500314,Oriental Hotels Ltd.,ORIENTHOT,500314.BO
500317,Oswal Agro Mills Ltd.,OSWALAGRO,500317.BO
500319,Indian Sucrose Ltd.,INDSUCR,500319.BO
500322,Panyam Cements & Mineral Inds. Ltd.,PANCM,500322.BO
500325,Reliance Industries Ltd,RELIANCE,500325.BO
500327,Pil Italica Lifestyle Limited,PILITA,500327.BO
500330,Raymond Limited,RAYMOND,500330.BO
500331,Pidilite Industries Ltd.,PIDILITIND,500331.BO
500333,Pix Transmissions Ltd.,PIXTRANS,500333.BO
500335,Birla Corporation Ltd.,BIRLACORPN,500335.BO
500336,Surya Roshni Ltd.,SURYAROSNI,500336.BO
500337,Prime Securities Ltd.,PRIMESECU,500337.BO
500338,PRISM JOHNSON LIMITED.,PRSMJOHNSN,500338.BO
500339,Rain Industries Limited,RAIN,500339.BO
500342,Prudential Sugar Corporation Ltd,PRUDMOULI,500342.BO
500343,AMJ LAND HOLDINGS LIMITED,AMJLAND,500343.BO
500346,Punjab Communications Limited,PUNJCOMMU,500346.BO
500350,RSWM Limited,RSWM,500350.BO
500354,Rajshree Sugars & Chemicals Ltd.,RAJSREESUG,500354.BO
500355,Rallis India Ltd,RALLIS,500355.BO
500356,Shree Rama Newsprint Limited,RAMANEWS,500356.BO
500357,Rama Paper Mills Limited,RAMAPPR-B,500357.BO
500360,Rapicut Carbides Ltd.,RAPICUT,500360.BO
500365,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,500365.BO
500367,Rubfila International Ltd.,RUBFILA,500367.BO
500368,Patanjali Foods Limited,PATANJALI,500368.BO
500370,Salora International Limited,SALORAINTL,500370.BO
500378,Jindal Saw Ltd.,JINDALSAW,500378.BO
500380,JK Lakshmi Cement Limited,JKLAKSHMI,500380.BO
500387,Shree Cements Ltd.,SHREECEM,500387.BO
500388,Shree Krishna Paper Mills & Industr,SKPMIL,500388.BO
500389,Silverline Technologies Ltd.,SILVERLINE,500389.BO
500390,Reliance Infrastructure Ltd,RELINFRA,500390.BO
500400,Tata Power Co. Ltd,TATAPOWER,500400.BO
500402,SPML Infra Limited,SPMLINFRA,500402.BO
500403,Sundram Fasteners Ltd.,SUNDRMFAST,500403.BO
500404,Sunflag Iron & Steel Co. Ltd.,SUNFLAG,500404.BO
500405,Supreme Petrochem Ltd.,SPLPETRO,500405.BO
500407,Swaraj Engines Ltd.,SWARAJENG,500407.BO
500408,Tata Elxsi Ltd,TATAELXSI,500408.BO
500410,ACC Ltd,ACC,500410.BO
500411,Thermax Ltd.,THERMAX,500411.BO
500412,Thirumalai Chemicals Ltd.,TIRUMALCHM,500412.BO
500413,Thomas Cook (India) Ltd.,THOMASCOOK,500413.BO
500414,Timex Group India Ltd,TIMEX,500414.BO
500418,Tokyo Plast International Ltd.,TOKYOPLAST,500418.BO
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,500420.BO
500421,TPI India Ltd.,TPINDIA,500421.BO
500422,Transchem Limited.,TRANSCHEM,500422.BO
500425,Ambuja Cements Ltd.,AMBUJACEM,500425.BO
500426,UTL Industries Limited,UTLINDS,500426.BO
500429,Uniphos Enterprises Limited.,UNIENTER,500429.BO
500439,Vardhman Holdings Limited,VHL,500439.BO
500440,Hindalco Industries Ltd.,HINDALCO,500440.BO
500444,West Coast Paper Mills Limited,WSTCSTPAPR,500444.BO
500449,Hindustan Organic Chemicals Ltd.,HOCL,500449.BO
500450,MPIL CORPORATION LIMITED,MPILCORPL,500450.BO
500456,Pasupati Acrylon Ltd.,PASUPTAC,500456.BO
500458,Kore Foods Limited,KORE,500458.BO
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,500459.BO
500460,Mukand Ltd.,MUKANDLTD,500460.BO
500463,BLACK BOX LIMITED,BBOX,500463.BO
500464,UCAL LIMITED,UCAL,500464.BO
500467,Harrisons Malayalam Ltd.,HARRMALAYA,500467.BO
500469,Federal Bank Ltd.,FEDERALBNK,500469.BO
500470,TATA STEEL LIMITED,TATASTEEL,500470.BO
500472,SKF India Ltd.,SKFINDIA,500472.BO
500477,Ashok Leyland Ltd.,ASHOKLEY,500477.BO
500480,Cummins India Ltd.,CUMMINSIND,500480.BO
500483,Tata Communications Limited,TATACOMM,500483.BO
500488,Abbott India Ltd.,ABBOTINDIA,500488.BO
500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,500490.BO
500493,Bharat Forge Ltd,BHARATFORG,500493.BO
500495,Escorts Kubota Limited,ESCORTS,500495.BO
500500,Hindustan Motors Ltd.,HINDMOTORS,500500.BO
500510,Larsen & Toubro Limited,LT,500510.BO
500520,Mahindra & Mahindra Ltd.,M&M,500520.BO
500530,Bosch Ltd,BOSCHLTD,500530.BO
500540,Premier Limited,PREMIER,500540.BO
500547,Bharat Petroleum Corpn. Ltd.,BPCL,500547.BO
500550,Siemens Ltd.,SIEMENS,500550.BO
500570,Tata Motors Ltd.,TATAMOTORS,500570.BO
500575,Voltas Ltd.,VOLTAS,500575.BO
500620,Great Eastern Shipping Co. Ltd.,GESHIP,500620.BO
500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,500645.BO
500650,Excell Industries Ltd.,EXCELINDUS,500650.BO
500655,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,500655.BO
500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,500660.BO
500670,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,500670.BO
500672,Novartis India Limited.,NOVARTIND,500672.BO
500674,Sanofi India Ltd,SANOFI,500674.BO
500680,Pfizer Ltd.,PFIZER,500680.BO
500690,Gujarat State Fertilizers & Chem.Ltd,GSFC,500690.BO
500696,Hindustan Unilever Ltd.,HINDUNILVR,500696.BO
500710,Akzo Nobel India Limited,AKZOINDIA,500710.BO
500730,NOCIL Ltd,NOCIL,500730.BO
500770,Tata Chemicals Ltd,TATACHEM,500770.BO
500777,Tamilnadu Petroproducts Ltd,TNPETRO,500777.BO
500780,Zuari Industries Limited,ZUARIIND,500780.BO
500790,Nestle India Ltd.,NESTLEIND,500790.BO
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,500800.BO
500820,Asian Paints Ltd.,ASIANPAINT,500820.BO
500825,Britannia Industries Ltd.,BRITANNIA,500825.BO
500830,Colgate-Palmolive (India) Ltd.,COLPAL,500830.BO
500840,EIH Ltd,EIHOTEL,500840.BO
500850,Indian Hotels Co. Ltd,INDHOTEL,500850.BO
500870,Castrol India Ltd,CASTROLIND,500870.BO
500875,ITC Ltd,ITC,500875.BO
500877,Apollo Tyres Ltd,APOLLOTYRE,500877.BO
500878,Ceat Ltd.,CEATLTD,500878.BO
500890,Modi Rubber Ltd.,MODIRUBBER,500890.BO
500940,Finolex Industries Ltd.,FINPIPE,500940.BO
501110,Sunrise Industrial Traders Ltd.,SUNRINV,501110.BO
501111,Gold Rock Investments Ltd.,ZGOLDINV,501111.BO
501144,Peoples Investments Ltd.,PEOPLIN,501144.BO
501148,Dalal Street Investments Ltd.,DSINVEST,501148.BO
501150,Centrum Capital Limited,CENTRUM,501150.BO
501242,TCI Finance Limited,TCIFINANCE,501242.BO
501261,Kratos Energy & Infrastructure Limited,KRATOSENER,501261.BO
501270,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,501270.BO
501295,Industrial Investment Trust Ltd.,IITL,501295.BO
501298,Industrial & Prudential Inv. Co. Lt,INDPRUD,501298.BO
501301,Tata Investment Corporation Ltd.,TATAINVEST,501301.BO
501311,Jayabharat Credit Ltd.,JAYBHCR,501311.BO
501314,PRISMX GLOBAL VENTURES LIMITED,PRISMX,501314.BO
501343,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,501343.BO
501370,Walchand Peoplefirst Limited,WALCHPF,501370.BO
501386,Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA,501386.BO
501391,W.H. Brady & Co. Ltd.,WHBRADY,501391.BO
501421,TechNVision Ventures Limited,TECHNVISN,501421.BO
501423,Shaily Engineering Plastics Ltd.,SHAILY,501423.BO
501425,Bombay Burmah Trading Corpn. Ltd.,BBTC,501425.BO
501430,Bombay Cycle & Motor Agency Ltd.,BOMBCYC,501430.BO
501455,Greaves Cotton Ltd.,GREAVESCOT,501455.BO
501477,Muller & Phipps (India) Ltd.,MULLER,501477.BO
501479,SPRINGFORM TECHNOLOGY LIMITED,SFTL,501479.BO
501622,Amalgamated Electricity Co. Ltd.,AMALGAM,501622.BO
501630,Anand Projects Ltd,ANANDPROJ,501630.BO
501700,India Nivesh Limited,INDIANVSH,501700.BO
501831,Coastal Corporation Limited,COASTCORP,501831.BO
501833,Chowgule Steamships Ltd.,CHOWGULSTM,501833.BO
501848,Global Offshore Services Ltd,GLOBOFFS,501848.BO
501945,Dhenu Buildcon Infra Limited,DHENUBUILD,501945.BO
502015,ASI INDUSTRIES LIMITED,ASIIL,502015.BO
502090,Sagar Cements Ltd,SAGCEM,502090.BO
502133,Hemadri Cements Limited,HEMACEM,502133.BO
502137,Deccan Cements Ltd.,DECCANCE,502137.BO
502157,Mangalam Cement Ltd.,MANGLMCEM,502157.BO
502168,NCL Industries Limited,NCLIND,502168.BO
502175,Saurashtra Cement Limited,SAURASHCEM,502175.BO
502180,Shree Digvijay Cement Co. Ltd.,SHREDIGCEM,502180.BO
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,502219.BO
502250,LERTHAI FINANCE LIMITED,LERTHAI,502250.BO
502281,Triveni Glass Ltd.,TRIVENIGQ,502281.BO
502294,Nilachal Refractories Ltd.,NILACHAL,502294.BO
502330,ANDHRA PAPER LIMITED,ANDHRAPAP,502330.BO
502355,Balkrishna Industries Ltd.,BALKRISIND,502355.BO
502420,Orient Paper & Industries Ltd.,ORIENTPPR,502420.BO
502445,Citadel Realty And Developers Limited,CITADEL,502445.BO
502448,Rollatainters Ltd.,ROLLT,502448.BO
502450,Seshasayee Paper & Boards Ltd.,SESHAPAPER,502450.BO
502587,NATH INDUSTRIES LIMITED,NATHIND,502587.BO
502589,VAPI ENTERPRISE LIMITED,VAPIENTER,502589.BO
502820,DCM Ltd.,DCM,502820.BO
502850,Gaekwar Mills Ltd.,ZGAEKWAR,502850.BO
502865,Forbes & Company Ltd,FORBESCO,502865.BO
502873,H.P. Cotton Textile Mills Ltd.,HPCOTTON,502873.BO
502893,United Interactive Limited,UNITEDINT,502893.BO
502901,JAMSHRI REALTY LIMITED,JAMSHRI,502901.BO
502933,Katare Spinning Mills Ltd.,KATRSPG,502933.BO
502937,Kesoram Industries Ltd,KESORAMIND,502937.BO
502958,Lakshmi Mills Company ltd,LAKSHMIMIL,502958.BO
502986,Vardhman Textiles Limted,VTL,502986.BO
503031,Peninsula Land Limited,PENINLAND,503031.BO
503092,Pasupati Spg. & Wvg. Mills Ltd.,PASUSPG,503092.BO
503100,The Phoenix Mills Ltd.,PHOENIXLTD,503100.BO
503101,Marathon Nextgen Realty Ltd,MARATHON,503101.BO
503127,Raja Bahadur International Ltd,RAJABAH,503127.BO
503162,Reliance Chemotex Industries Ltd.,RELCHEMQ,503162.BO
503169,Ruby Mills Ltd.,RUBYMILLS,503169.BO
503229,Simplex Realty Limited,SIMPLXREA,503229.BO
503310,Swan Energy Ltd.,SWANENERGY,503310.BO
503349,Victoria Mills Ltd.,VICTMILL,503349.BO
503622,S.V. Trading & Agencies Ltd.,ZSVTRADI,503622.BO
503624,Svaraj Trading & Agencies Ltd.,ZSVARAJT,503624.BO
503626,Kshitij Investments Ltd,KSHITIJ,503626.BO
503635,Shree Salasar Investment Ltd.,SALSAIN,503635.BO
503639,Indsoya Limited,INDSOYA,503639.BO
503641,Zodiac Ventures Limited,ZODIACVEN,503641.BO
503657,Veer Energy & Infrastructure Limited,VEERENRGY,503657.BO
503659,SW Investments Limited,SW1,503659.BO
503663,Tilak Ventures Limited,TILAK,503663.BO
503671,Unijolly Investments Co. Ltd.,UNIJOLL,503671.BO
503675,Wagend Infra Venture Limited,WAGEND,503675.BO
503681,Elcid Investments Ltd.,ELCIDIN,503681.BO
503685,Mediaone Global Entertainment Limited,MEDIAONE,503685.BO
503689,Healthy Investments Ltd.,HEALINV,503689.BO
503696,Shreenath Investments Co. Ltd.,SHRENTI,503696.BO
503722,Banswara Syntex Ltd.,BANSWRAS,503722.BO
503772,Modella Woollens Ltd.,MODWOOL,503772.BO
503776,Modipon Ltd.,MODIPON,503776.BO
503804,Shri Dinesh Mills Ltd.,SHRIDINE,503804.BO
503806,SRF Ltd.,SRF,503806.BO
503811,Siyaram Silk Mills Ltd.,SIYSIL,503811.BO
503816,Swadeshi Polytex Ltd.,SWADPOL,503816.BO
503837,Shree Rajasthan Syntex Ltd.,SHRAJSYNQ,503837.BO
503863,Shree Manufacturing Co. Ltd.,SHRMFGC,503863.BO
503893,Satyam Silk Mills Ltd,ZSATYASL,503893.BO
503960,Bharat Bijlee Ltd.,BBL,503960.BO
504000,Elpro International Ltd.,ELPROINTL,504000.BO
504028,GEE Ltd.,GEE,504028.BO
504036,Hind Rectifiers Ltd.,HIRECT,504036.BO
504058,Indo National Limited,NIPPOBATRY,504058.BO
504067,Zensar Technologies Ltd.,ZENSARTECH,504067.BO
504076,Jyoti Ltd.,JYOTI,504076.BO
504080,JSL Industries Ltd.,JSLINDL,504080.BO
504084,Kaycee Industries Ltd.,KAYCEEI,504084.BO
504092,Indokem Ltd,INDOKEM,504092.BO
504093,Panasonic Energy India Co. Ltd.,PANAENERG,504093.BO
504112,Nelco Ltd,NELCO,504112.BO
504132,Permanent Magnets Ltd.,PERMAGN,504132.BO
504176,High Energy Batteries (India) Ltd.,HIGHENE,504176.BO
504180,Standard Batteries Ltd.,STDBAT,504180.BO
504212,Universal Cables Ltd.,UNIVCABLES,504212.BO
504220,W.S. Industries (India) Ltd.,WSI,504220.BO
504240,Delton Cables Ltd.,DLTNCBL,504240.BO
504258,Lakshmi Electrical Control Systems,LAKSELEC,504258.BO
504273,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,MODULEX,504273.BO
504286,DELTA MANUFACTURING LIMITED ,DELTAMAGNT,504286.BO
504340,Longspur International Ventures Limited,LONGSPUR,504340.BO
504341,RAVINDRA ENERGY LIMITED,RELTD,504341.BO
504351,Empower India Limited,EMPOWER,504351.BO
504356,Multipurpose Trading & Agencies Ltd,ZMULTIPU,504356.BO
504365,Ridhi Synthetics Ltd.,RIDHISYN,504365.BO
504369,Grandma Trading & Agencies Ltd.,GRANDMA,504369.BO
504375,Softbpo Global Services Ltd.,SOFTBPO,504375.BO
504378,Nyssa Corporation Limited,NYSSACORP,504378.BO
504380,FLOMIC GLOBAL LOGISTICS LIMITED,FLOMIC,504380.BO
504392,Krishna Ventures Limited,KRISHNA,504392.BO
504397,Ganesh Holding Ltd.,GANHOLD,504397.BO
504605,Uni-Abex Alloy Products Ltd.,UNIABEXAL,504605.BO
504614,Sarda Energy & Minerals Ltd,SARDAEN,504614.BO
504646,Bhagwati Autocast Limited,BGWTATO,504646.BO
504648,Bombay Wire Ropes Ltd.,BOMBWIR,504648.BO
504731,Indian Bright Steel Co. Ltd.,IBRIGST,504731.BO
504741,Indian Hume Pipe Co. Ltd.,INDIANHUME,504741.BO
504786,Investment & Precision Castings Ltd,INVPRECQ,504786.BO
504810,Informed Technologies India Ltd.,INFORTEC,504810.BO
504840,Kaira Can Co. Ltd.,KAIRA,504840.BO
504879,ORIENT CERATECH LIMITED,ORIENTCER,504879.BO
504882,National Standard (India) Limited,NATIONSTD,504882.BO
504903,Rathi Steel & Power Ltd,RATHIST,504903.BO
504908,Duncan Engineering Limited,DUNCANENG,504908.BO
504918,Sandur Manganese & Iron Ores Ltd.,SANDUMA,504918.BO
504959,Stovec Industries Ltd.,STOVACQ,504959.BO
504961,Tayo Rolls Ltd.,TATAYODOGA,504961.BO
504973,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG,504973.BO
504988,Welcast Steels Ltd.,ZWELCAST,504988.BO
504998,Western Ministil Ltd.,WMINIMT,504998.BO
505010,Automotive Axles Ltd.,AUTOAXLES,505010.BO
505032,Automobile Products of India Ltd.,AUTOPRD,505032.BO
505036,Automobile Corpn. of Goa Ltd.,ACGL,505036.BO
505075,Setco Automotive Limited,SETCO,505075.BO
505100,India Radiators Ltd.,INRADIA,505100.BO
505160,Talbros Automotive Components Ltd.,TALBROAUTO,505160.BO
505163,Z.F. Steering Gear (India) Limited,ZFSTEERING,505163.BO
505192,SML ISUZU LIMITED,SMLISUZU,505192.BO
505196,TIL Ltd.,TIL,505196.BO
505200,Eicher Motors Ltd.,EICHERMOT,505200.BO
505212,JAINEX AAMCOL LTD.,JAINEX,505212.BO
505216,Alfred Herbert (India) Ltd.,ALFREDHE,505216.BO
505232,Veljan Denison Limited,VELJAN,505232.BO
505242,Dynamatic Technologies Ltd.,DYNAMATECH,505242.BO
505250,G. G. Dandekar Properties Limited,GGDPROP,505250.BO
505255,GMM Pfaudler Ltd.,GMMPFAUDLR,505255.BO
505283,Kirloskar Pneumatic Co.Ltd.,KIRLPNU,505283.BO
505285,Tulive Developers Limited,TULIVE,505285.BO
505299,KPT INDUSTRIES LIMITED,KPT,505299.BO
505302,Lakshmi Automatic Loom Works Ltd.,LXMIATO,505302.BO
505324,Manugraph India Ltd,MANUGRAPH,505324.BO
505336,HARSHIL AGROTECH LIMITED,HARSHILAGR,505336.BO
505343,Monotype India Ltd.,MONOT,505343.BO
505355,Nesco Ltd,NESCO,505355.BO
505358,Integra Engineering India Ltd.,INTEGRAEN,505358.BO
505368,SEMAC CONSULTANTS LIMITED,SEMAC,505368.BO
505400,Texmaco Infrastructure & Holdings Ltd,TEXINFRA,505400.BO
505412,Wendt (India) Ltd.,WENDT,505412.BO
505502,PS IT Infrastructure & Services Limited,PSITINFRA,505502.BO
505504,Sindu Valley Technologies Ltd.,SINDUVA,505504.BO
505509,Responsive Industries Ltd,RESPONIND,505509.BO
505515,Shyamkamal Investments Ltd.,SHYMINV,505515.BO
505520,HEM Holdings and Trading Ltd.,ZHEMHOLD,505520.BO
505523,Maharashtra Corporation Ltd.,MAHACORP,505523.BO
